Day,headline,count,Rank_Day,Top_Day,Headline_Source
2017-10-30,britains may deeply concerned over reports of sexual harassment in parliament,2,1,True,http://www.reuters.com/article/us-britain-harassment-may/britains-may-deeply-concerned-over-reports-of-sexual-harassment-in-parliament-idUSKBN1CZ1CM
2017-11-03,Tories adopt new code of conduct amid Westminster sexual harassment scandal,3,1,True,http://www.harwichandmanningtreestandard.co.uk/news/national/15640159.Tories_adopt_new_code_of_conduct_amid_Westminster_sexual_harassment_scandal/
2017-11-03,british police investigate kevin spacey sexual assault claims,2,2,True,https://www.eveningtelegraph.co.uk/2017/11/03/british-police-investigate-kevin-spacey-sexual-assault-claims/
2017-11-04,austrian party leader quits parliament over accusation of sexual assault,3,1,True,http://www.reuters.com/article/us-austria-politics-pilz/austrian-party-leader-quits-parliament-over-accusation-of-sexual-assault-idUSKBN1D40H5
2017-11-06,britains may party leaders agree to tackle sexual harassment with new measures,3,1,True,http://www.reuters.com/article/us-britain-politics-abuse/britains-may-party-leaders-agree-to-tackle-sexual-harassment-with-new-measures-idUSKBN1D614K
2017-11-06,british police investigate kevin spacey sexual assault claims,1,2,True,https://www.eveningtelegraph.co.uk/2017/11/03/british-police-investigate-kevin-spacey-sexual-assault-claims/
2017-11-07,rolf harris begins court battle to challenge indecent assault convictions,2,1,True,https://www.eveningtelegraph.co.uk/2017/11/07/rolf-harris-begins-court-battle-to-challenge-indecent-assault-convictions/
2017-11-12,'Pretty boy' public schoolboy rapist brutally attacked in prison,2,1,True,http://www.mirror.co.uk/news/uk-news/pretty-boy-public-schoolboy-rapist-11509554
2017-11-16,Rolf Harris has one of 12 indecent assault convictions overturned,6,1,True,http://www.dailymail.co.uk/wires/pa/article-5088641/Rolf-Harris-one-12-indecent-assault-convictions-overturned.html
2017-11-21,21st century fox in 90 million settlement tied to sexual harassment scandal,4,1,True,https://in.reuters.com/article/us-fox-settlement/21st-century-fox-in-90-million-settlement-tied-to-sexual-harassment-scandal-idINKBN1DK2NI
2017-11-21,Wartime machine guns handed in during firearms amnesty,3,2,True,https://www.thetimes.co.uk/edition/news/wartime-machine-guns-handed-in-during-national-gun-amnesty-00fd92fkr
2017-11-22,kevin spacey investigated by UK police over second sexual assault allegation,2,1,True,https://www.eveningtelegraph.co.uk/2017/11/22/kevin-spacey-investigated-by-uk-police-over-second-sexual-assault-allegation/
2017-12-01,Man returns to jail after stun gun found in living room,3,1,True,http://www.lancashiretelegraph.co.uk/news/national/15697327.Man_returns_to_jail_after_stun_gun_found_in_living_room/
2017-12-01,man returns to jail after stun gun found in living room,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/man-returns-to-jail-after-stun-gun-found-in-living-room-36370748.html
2017-12-02,Murder accused remanded in custody after man stabbed and shot for Rolex,9,1,True,http://www.westerntelegraph.co.uk/news/national/15698434.Murder_accused_remanded_in_custody_after_man____stabbed_and_shot_for_Rolex___/
2017-12-02,murder accused remanded in custody after man stabbed and shot for rolex,2,2,True,https://www.eveningtelegraph.co.uk/2017/12/02/murder-accused-remanded-in-custody-after-man-stabbed-and-shot-for-rolex/
2017-12-13,Burglary victim heartbroken at theft of twin babies ashes,2,1,True,http://www.enfieldindependent.co.uk/news/national/15768999.Burglary_victim_heartbroken_at_theft_of_twin_babies____ashes/
2017-12-13,burglary victim heartbroken at theft of twin babies ashes,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/burglary-victim-heartbroken-at-theft-of-twin-babies-ashes-36404801.html
2017-12-14,Knife possession offences at highest level since 2011,6,1,True,http://www.yeovilexpress.co.uk/news/national/15773523.Knife_possession_offences_at_highest_level_since_2011/
2017-12-19,Arthur Collins' criminal past revealed from drunk driving and drugs to assault,2,1,True,http://www.mirror.co.uk/news/uk-news/arthur-collins-criminal-past-revealed-11723855
2017-12-20,Drug dealer Arthur Collins handed 20-year sentence for acid attack in club,2,1,True,https://www.thetimes.co.uk/edition/news/drug-dealer-arthur-collins-handed-20-year-sentence-for-acid-attack-in-club-3mvvlvzgw
2017-12-23,'Worst domestic abuse case' victim beaten and forced to eat pic of dead relative,2,1,True,http://www.mirror.co.uk/news/uk-news/women-forced-eat-pictures-dead-11741968
2018-01-02,Knife culture almost a permanent feature of some young peoples lives,9,1,True,http://www.maldonandburnhamstandard.co.uk/news/national/15802067.Met_urges_help_to_tackle_knife_culture_after____extraordinary____New_Year_stabbings/
2018-01-03,u s charges ex och ziff executive with fraud obstruction of justice,3,1,True,https://uk.reuters.com/article/us-usa-crime-och-ziff-capital/u-s-charges-ex-och-ziff-executive-with-fraud-obstruction-of-justice-idUSKBN1ES1JF
2018-01-03,New year stabbing spree highlights knife crime culture,2,2,True,https://www.thetimes.co.uk/edition/news/new-year-stabbing-spree-highlights-knife-crime-culture-jsw50rhsv
2018-01-03,man survives vicious knife attack amid spate of london stabbings,2,3,True,https://www.belfasttelegraph.co.uk/news/uk/man-survives-vicious-knife-attack-amid-spate-of-london-stabbings-36455577.html
2018-01-10,"Lea Adri-Soejoko tried to resolve knife row, allotment murder trial told",1,1,True,https://www.thetimes.co.uk/edition/news/plot-holder-accused-of-killing-had-been-a-victim-of-torture-v5gpnsqqx
2018-01-11,Metropolitan Police increasing stop and search to curb knife crime,2,1,True,https://www.thetimes.co.uk/edition/news/metropolitan-police-increasing-stop-and-search-to-curb-knife-crime-c0x87x056
2018-01-11,"Lea Adri-Soejoko tried to resolve knife row, allotment murder trial told",1,2,True,https://www.thetimes.co.uk/edition/news/plot-holder-accused-of-killing-had-been-a-victim-of-torture-v5gpnsqqx
2018-01-15,Pensioners stabbed in supermarket car park knife frenzy tell of horror,1,1,True,http://www.mirror.co.uk/news/uk-news/i-could-feel-metal-going-11856821
2018-01-16,Police will use stop-and-search powers properly over knife crime  Met chief,5,1,True,http://www.basildonstandard.co.uk/news/national/15845595.display/
2018-01-16,Pensioners stabbed in supermarket car park knife frenzy tell of horror,1,2,True,http://www.mirror.co.uk/news/uk-news/i-could-feel-metal-going-11856821
2018-01-23,Fresh allegation of historical sexual assault made against black cab rapist John Worboys,2,1,True,http://www.maldonandburnhamstandard.co.uk/news/national/15891762.Fresh_allegation_of_historical_sexual_assault_made_against_black_cab_rapist_John_Worboys/
2018-01-24,"Man jailed for nine years over 20,000 designer clothing shop knife raid",3,1,True,http://www.basildonstandard.co.uk/news/national/15894742.display/
2018-01-24,Hospital returns donations after allegations of sexual harassment at fundraiser,2,2,True,http://www.greenocktelegraph.co.uk/news/national/15893701.Hospital_returns_donations_after_allegations_of_sexual_harassment_at_fundraiser/
2018-01-24,Second hospital to return donations over sexual harassment claims at fundraiser,2,3,True,http://www.lancashiretelegraph.co.uk/news/national/15893905.Second_hospital_to_return_donations_over_sexual_harassment_claims_at_fundraiser/
2018-01-25,Theresa May appalled by sexual harassment at charity gala,2,1,True,http://www.harwichandmanningtreestandard.co.uk/news/national/15897367.Theresa_May____appalled____by_sexual_harassment_at_charity_gala/
2018-01-25,theresa may appalled by sexual harassment at charity gala,2,2,True,https://www.eveningtelegraph.co.uk/2018/01/25/theresa-may-appalled-by-sexual-harassment-at-charity-gala/
2018-01-25,uks may appalled at reports of sexual harassment at charity gala,2,3,True,https://www.reuters.com/article/us-britain-harassment-may/uks-may-appalled-at-reports-of-sexual-harassment-at-charity-gala-idUSKBN1FE1ME
2018-01-26,"Knife crime epidemic is a race issue, mother of Stephen Lawrence says",8,1,True,http://www.thetottenhamindependent.co.uk/news/national/15901036.Knife_crime_epidemic_is_a____race_issue_____mother_of_Stephen_Lawrence_says/
2018-01-29,exclusive knife scanners could be put into some northamptonshire schools says top police officer 1,3,1,True,https://www.daventryexpress.co.uk/news/exclusive-knife-scanners-could-be-put-into-some-northamptonshire-schools-says-top-police-officer-1-8352640
2018-01-29,westfield terror plot accused had kitchen knife stashed in car court told,2,2,True,https://www.eveningtelegraph.co.uk/2018/01/29/westfield-terror-plot-accused-had-kitchen-knife-stashed-in-car-court-told/
2018-02-02,Dangerous driving duo jailed over reckless incident that killed grandfather,3,1,True,http://www.harwichandmanningtreestandard.co.uk/news/national/15917381.Dangerous_driving_duo_jailed_over____reckless____incident_that_killed_grandfather/
2018-02-03,actor uma thurman accuses harvey weinstein of sexual assault,2,1,True,https://uk.reuters.com/article/uk-people-harvey-weinstein/actor-uma-thurman-accuses-harvey-weinstein-of-sexual-assault-idUKKBN1FN0PJ
2018-02-04,actor uma thurman accuses harvey weinstein of sexual assault,3,1,True,https://uk.reuters.com/article/uk-people-harvey-weinstein/actor-uma-thurman-accuses-harvey-weinstein-of-sexual-assault-idUKKBN1FN0PJ
2018-02-06,Gun salutes mark 66th anniversary of Queens accession,3,1,True,http://www.yeovilexpress.co.uk/news/national/15922699.Gun_salutes_mark_66th_anniversary_of_Queen___s_accession/
2018-02-06,gun salutes mark 66th anniversary of queens accession,2,2,True,https://www.eveningtelegraph.co.uk/2018/02/06/gun-salutes-mark-66th-anniversary-of-queens-accession/
2018-02-08,"Knife killings at highest level for six years, figures show",2,1,True,http://www.dailymail.co.uk/wires/pa/article-5368413/Knife-killings-highest-level-six-years-figures-show.html
2018-02-08,one in five experience sexual harassment says UK parliament report,2,2,True,https://www.reuters.com/article/us-britain-politics-harassment/one-in-five-experience-sexual-harassment-says-uk-parliament-report-idUSKBN1FS1G0
2018-02-16,teenager stabbed to death in valentines day attack was unique character,1,1,True,https://www.eveningtelegraph.co.uk/2018/02/16/teenager-stabbed-to-death-in-valentines-day-attack-was-unique-character/
2018-02-17,teenager stabbed to death in valentines day attack was unique character,1,1,True,https://www.eveningtelegraph.co.uk/2018/02/16/teenager-stabbed-to-death-in-valentines-day-attack-was-unique-character/
2018-02-21,Two men stabbed to death as knife attacks add to grim toll in London,5,1,True,http://www.westerntelegraph.co.uk/news/national/16037222.Two_men_stabbed_to_death_as_knife_attacks_add_to_grim_toll_in_London/
2018-02-21,law firm baker mckenzie reviews response to sexual assault allegation,2,2,True,https://uk.reuters.com/article/uk-bakermckenzie-assault/law-firm-baker-mckenzie-reviews-response-to-sexual-assault-allegation-idUKKCN1G52CT
2018-02-22,law firm baker mckenzie reviews response to sexual assault allegation,1,1,True,https://uk.reuters.com/article/uk-bakermckenzie-assault/law-firm-baker-mckenzie-reviews-response-to-sexual-assault-allegation-idUKKCN1G52CT
2018-02-23,large hunting knife used in south east london armed robbery,2,1,True,https://www.belfasttelegraph.co.uk/news/uk/large-hunting-knife-used-in-south-east-london-armed-robbery-36635268.html
2018-02-27,kevin spacey foundation UK to close after sexual harassment allegations,1,1,True,https://www.eveningtelegraph.co.uk/2018/02/27/kevin-spacey-foundation-uk-to-close-after-sexual-harassment-allegations/
2018-02-28,kevin spacey foundation UK to close after sexual harassment allegations,1,1,True,https://www.eveningtelegraph.co.uk/2018/02/27/kevin-spacey-foundation-uk-to-close-after-sexual-harassment-allegations/
2018-03-01,weinstein insurers refuse to finance defence against sexual assault lawsuits,2,1,True,https://www.eveningtelegraph.co.uk/2018/03/01/weinstein-insurers-refuse-to-finance-defence-against-sexual-assault-lawsuits/
2018-03-03,Mayor admits anti-knife campaign used fake celebrity tweets,12,1,True,http://www.dailymail.co.uk/wires/pa/article-5456587/Mayor-admits-anti-knife-campaign-used-fake-celebrity-tweets.html
2018-03-06,Murder probe after 20-year-old man stabbed to death in sustained attack,7,1,True,http://www.yeovilexpress.co.uk/news/national/16066571.murder-probe-after-20-year-old-man-stabbed-to-death-in-sustained-attack/
2018-03-07,Britain First leaders convicted of religiously aggravated harassment,2,1,True,http://www.enfieldindependent.co.uk/news/national/16071109.britain-first-leaders-convicted-of-religiously-aggravated-harassment/
2018-03-07,Mo Farah racially harassed at Munich airport,2,2,True,https://www.thetimes.co.uk/article/mo-farah-racially-harassed-at-munich-airport-jp7zswqgp
2018-03-07,britain first leaders convicted of religiously aggravated harassment,2,3,True,https://www.eveningtelegraph.co.uk/2018/03/07/britain-first-leaders-convicted-of-religiously-aggravated-harassment/
2018-03-08,Knife and weapons cases hit highest level for seven years,4,1,True,http://www.lancashiretelegraph.co.uk/news/national/16074109.Knife_and_weapons_cases_hit_highest_level_for_seven_years/
2018-03-12,motorway arson attack caused gridlock and saw economy take 40m hit,2,1,True,https://www.belfasttelegraph.co.uk/news/uk/motorway-arson-attack-caused-gridlock-and-saw-economy-take-40m-hit-36695757.html
2018-03-13,Six people arrested after man threatened with knife in burglary,2,1,True,http://www.maldonandburnhamstandard.co.uk/news/16082946.Six_people_arrested_after_man_threatened_with_knife_in_burglary/
2018-03-17,Murder probe after man shot and stabbed on London street,2,1,True,http://www.dailymail.co.uk/news/article-5512959/Murder-probe-man-shot-stabbed.html
2018-03-17,murder probe after man shot and stabbed,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/murder-probe-after-man-shot-and-stabbed-36715018.html
2018-03-19,Brain-damaged boxer Michael Watson 'beaten and robbed by carjacker',2,1,True,http://www.dailymail.co.uk/news/article-5519089/Brain-damaged-boxing-legend-Michael-Watson-screamed-agony.html
2018-03-19,burglar filmed stealing from terrified dementia sufferer as she lay in bed,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/burglar-filmed-stealing-from-terrified-dementia-sufferer-as-she-lay-in-bed-36719593.html
2018-03-23,"Student Russell Jones, 23, shot and stabbed to death in Enfield",2,1,True,https://www.thetimes.co.uk/edition/news/student-russell-jordan-jones-23-shot-and-stabbed-to-death-in-enfield-by-hooded-gang-of-four-0jwm5m902
2018-03-24,Burglary gang in terrifying raid on family,2,1,True,https://www.thetimes.co.uk/edition/news/burglary-gang-in-terrifying-raid-on-family-0rrz9l5l0
2018-03-24,crowds gather at US embassy in march for our lives protest over gun control,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/crowds-gather-at-us-embassy-in-march-for-our-lives-protest-over-gun-control-36739931.html
2018-03-24,huge rallies led by students demand tighter u s gun controls,2,3,True,https://uk.reuters.com/article/uk-usa-guns/huge-rallies-led-by-students-demand-tighter-u-s-gun-controls-idUKKBN1H00BO
2018-03-25,no more or we vote you out students lead huge u s anti gun rallies,5,1,True,https://www.reuters.com/article/us-usa-guns/no-more-or-we-vote-you-out-students-lead-huge-u-s-anti-gun-rallies-idUSKBN1H00BI
2018-03-25,no more or we vote you out students lead huge US anti gun rallies,2,2,True,https://www.reuters.com/article/us-usa-guns/no-more-or-we-vote-you-out-students-lead-huge-us-anti-gun-rallies-idUSKBN1H00BI
2018-03-25,stars back calls for tighter gun control laws,1,3,True,https://www.eveningtelegraph.co.uk/2018/03/24/stars-back-calls-for-tighter-gun-control-laws/
2018-03-26,huge rallies led by students demand tighter US gun controls,1,1,True,https://www.reuters.com/article/us-usa-guns/huge-rallies-led-by-students-demand-tighter-us-gun-controls-idUSKBN1H00BI
2018-03-27,Smirking pals who murdered 7st mum show off gun and cannabis farm and chainsaw,1,1,True,https://www.mirror.co.uk/news/uk-news/smirking-killers-who-murdered-7st-12263077
2018-03-28,Smirking pals who murdered 7st mum show off gun and cannabis farm and chainsaw,1,1,True,https://www.mirror.co.uk/news/uk-news/smirking-killers-who-murdered-7st-12263077
2018-03-30,Top police officer blames social media for fuelling knife crime among teens,3,1,True,http://www.greenocktelegraph.co.uk/news/national/16129485.Top_police_officer_blames_social_media_for_fuelling_knife_crime_among_teens/
2018-03-31,Top police officer blames social media for fuelling knife crime among teens,17,1,True,http://www.greenocktelegraph.co.uk/news/national/16129485.Top_police_officer_blames_social_media_for_fuelling_knife_crime_among_teens/
2018-03-31,top police officer blames social media for fuelling knife crime among teens,2,2,True,https://www.eveningtelegraph.co.uk/2018/03/30/top-police-officer-blames-social-media-for-fuelling-knife-crime-among-teens/
2018-04-01,Latest stabbing brings London knife death toll to 31,5,1,True,http://www.basildonstandard.co.uk/news/national/16131111.display/
2018-04-01,latest stabbing brings london knife death toll to 31,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/latest-stabbing-brings-london-knife-death-toll-to-31-36763844.html
2018-04-03,london murder rate overtakes new york as knife crime rises,3,1,True,https://in.reuters.com/article/britain-crime-murder/london-murder-rate-overtakes-new-york-as-knife-crime-rises-idINKCN1HA1CW
2018-04-04,"Homeowner, 78, arrested after 'burglar stabbed to death during break-in'",2,1,True,https://www.mirror.co.uk/news/uk-news/homeowner-78-arrested-after-burglar-12300739
2018-04-04,pensioner quizzed on suspicion of murder over intruder stabbing death,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/pensioner-quizzed-on-suspicion-of-murder-over-intruder-stabbing-death-36775503.html
2018-04-04,Fury grows at murder arrest of 78-year-old who 'stabbed to death burglar',1,3,True,https://www.thesun.co.uk/news/5918750/hither-green-burglar-murder-stabbing-osborn-brooks-latest/
2018-04-05,Diane Abbott urges knife crime crackdown after latest stabbing,2,1,True,http://www.dailymail.co.uk/news/fb-5581397/Diane-Abbott-urges-knife-crime-crackdown-latest-stabbing.html
2018-04-05,Fury grows at murder arrest of 78-year-old who 'stabbed to death burglar',2,2,True,https://www.thesun.co.uk/news/5918750/hither-green-burglar-murder-stabbing-osborn-brooks-latest/
2018-04-05,London murders: man becomes latest victim of knife crime in capital,2,3,True,http://www.chesterstandard.co.uk/news/national/16139046.Hackney_stabbing__man_becomes_latest_victim_of_knife_crime_in_capital/
2018-04-06,Stabbed intruder in alleged Hither Green burglary was a wanted man,1,1,True,https://www.thetimes.co.uk/edition/news/henry-vincent-stabbed-intruder-in-alleged-hither-green-burglary-was-a-wanted-man-rlft2bpvm
2018-04-07,Burglar killed by raid victim caught on CCTV casing home 36 hours before death,1,1,True,https://www.mirror.co.uk/news/uk-news/caught-act-burglar-killed-raid-12324657
2018-04-08,OAP cleared of killing burglar 'won't return home over revenge attack fears',2,1,True,https://www.mirror.co.uk/news/uk-news/hero-pensioner-cleared-over-fatal-12325289
2018-04-08,Burglar killed by raid victim caught on CCTV casing home 36 hours before death,1,2,True,https://www.mirror.co.uk/news/uk-news/caught-act-burglar-killed-raid-12324657
2018-04-08,Stabbed burglar Henry Vincent cased another house,1,3,True,https://www.thetimes.co.uk/edition/news/stabbed-burglar-henry-vincent-cased-another-house-9ftq6qkxv
2018-04-09,"Police shoot dead man with sawn-off gun at petrol station in Collier Row, east London",4,1,True,https://www.thetimes.co.uk/edition/news/police-shoot-dead-armed-man-at-petrol-station-in-romford-east-london-zlfrtp002
2018-04-09,Armed police kill man after gun claims,3,2,True,http://www.harwichandmanningtreestandard.co.uk/news/national/16146986.Armed_police_kill_man_after_gun_claims/
2018-04-09,Non-police firearm recovered after man shot dead by armed officers,1,3,True,http://www.lancashiretelegraph.co.uk/news/national/16147498.Non_police_firearm_recovered_after_man_shot_dead_by_armed_officers/
2018-04-10,poor taste shrine to stabbed burglar set up near victims home is dismantled,2,1,True,https://www.eveningtelegraph.co.uk/2018/04/10/poor-taste-shrine-to-stabbed-burglar-set-up-near-victims-home-is-dismantled/
2018-04-10,Poor taste shrine to stabbed burglar set up near victims home is dismantled,2,2,True,http://www.wiltsglosstandard.co.uk/news/national/16148892.___Poor_taste____shrine_to_stabbed_burglar_set_up_near_victim___s_home_is_dismantled/
2018-04-10,Party tribalism makes the knife crisis worse,1,3,True,https://www.thetimes.co.uk/edition/comment/party-tribalism-makes-the-knife-crisis-worse-0sdlnxmd5
2018-04-11,prosecutors in los angeles considering sexual assault case against kevin spacey,1,1,True,https://www.eveningtelegraph.co.uk/2018/04/11/prosecutors-in-los-angeles-considering-sexual-assault-case-against-kevin-spacey/
2018-04-12,prosecutors in los angeles considering sexual assault case against kevin spacey,1,1,True,https://www.eveningtelegraph.co.uk/2018/04/11/prosecutors-in-los-angeles-considering-sexual-assault-case-against-kevin-spacey/
2018-04-14,Prolific burglar who used victims' pillowcases to stash stolen goods jailed,1,1,True,http://www.maldonandburnhamstandard.co.uk/news/16159593.Prolific_burglar_who_used_victims__39__pillowcases_to_stash_stolen_goods_jailed/
2018-04-15,Family of stabbed burglar bring birthday tributes to scene of death,11,1,True,http://www.harwichandmanningtreestandard.co.uk/news/national/16160753.Family_of_stabbed_burglar_bring_birthday_tributes_to_scene_of_death/
2018-04-15,family of stabbed burglar bring birthday tributes to scene of death,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/family-of-stabbed-burglar-bring-birthday-tributes-to-scene-of-death-36808862.html
2018-04-16,thieves used stolen digger to snatch 88000 in bank machine ram raid,2,1,True,https://www.belfasttelegraph.co.uk/news/uk/thieves-used-stolen-digger-to-snatch-88000-in-bank-machine-ram-raid-36811591.html
2018-04-17,knife crimes increase significantly in lincolnshire over five years 1,3,1,True,https://www.skegnessstandard.co.uk/news/crime/knife-crimes-increase-significantly-in-lincolnshire-over-five-years-1-8462956
2018-04-17,Knife crimes increase in London over five years,2,2,True,http://www.enfieldindependent.co.uk/news/16164119.Knife_crimes_increase_in_London_over_five_years/
2018-04-17,Prolific burglar who used victims' pillowcases to stash stolen goods jailed,1,3,True,http://www.maldonandburnhamstandard.co.uk/news/16159593.Prolific_burglar_who_used_victims__39__pillowcases_to_stash_stolen_goods_jailed/
2018-04-20,"Youth services shortage may be cause for knife crime surge, charity boss warns",1,1,True,http://www.basildonstandard.co.uk/news/national/16174743.display/
2018-04-21,"Youth services shortage may be cause for knife crime surge, charity boss warns",10,1,True,http://www.basildonstandard.co.uk/news/national/16174743.display/
2018-04-21,College backs mayor's new anti-knife campaign,2,2,True,http://www.thetottenhamindependent.co.uk/news/16173860.conel-backs-mayors-new-anti-knife-campaign/
2018-04-21,youth services shortage may be cause for knife crime surge charity boss warns,2,3,True,https://www.belfasttelegraph.co.uk/news/uk/youth-services-shortage-may-be-cause-for-knife-crime-surge-charity-boss-warns-36828784.html
2018-04-26,Sharp increases in knife and gun crime revealed in new figures,5,1,True,http://www.dailymail.co.uk/wires/pa/article-5660675/Sharp-increases-knife-gun-crime-revealed-new-figures.html
2018-04-26,Sharp increase in knife and gun crime,2,2,True,http://www.enfieldindependent.co.uk/news/16186386.Sharp_increase_in_knife_and_gun_crime/
2018-04-29,"PETER HITCHENS: As drug abuse rises, so do knife murders",2,1,True,http://www.dailymail.co.uk/news/article-5670001/PETER-HITCHENS-drug-abuse-rises-knife-murders-dont-think-coincidence.html
2018-04-30,british lawmaker suspended by labour after sexual harassment allegations,2,1,True,https://www.reuters.com/article/us-britain-politics-woodcock/british-lawmaker-suspended-by-labour-after-sexual-harassment-allegations-idUSKBN1I1218
2018-05-03,Heavy police presence as funeral held for stabbed burglar,5,1,True,http://www.basildonstandard.co.uk/news/national/16202997.display/
2018-05-04,Donald Trump: Knife crime turns London hospital into war zone,6,1,True,http://www.yeovilexpress.co.uk/news/national/16206790.donald-trump-knife-crime-turns-london-hospital-into-war-zone/
2018-05-04,donald trump knife crime turns london hospital into war zone,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/donald-trump-knife-crime-turns-london-hospital-into-war-zone-36875256.html
2018-05-05,Donald Trump: Knife crime turns London hospital into war zone,14,1,True,http://www.yeovilexpress.co.uk/news/national/16206790.donald-trump-knife-crime-turns-london-hospital-into-war-zone/
2018-05-05,Trumps defence of US gun ownership and London knife crime claims ridiculous,5,2,True,http://www.westerntelegraph.co.uk/news/national/16207476.Trump___s_defence_of_US_gun_ownership_and_London_knife_crime_claims____ridiculous___/
2018-05-05,Pensioner who stabbed burglar to death threatened by career crook's supporters,2,3,True,https://www.mirror.co.uk/news/uk-news/hither-green-pensioner-who-stabbed-12484700
2018-05-06,Teenage boys shot within minutes of each other in high street attack,7,1,True,http://www.yeovilexpress.co.uk/news/national/16208600.teenage-boys-shot-within-minutes-of-each-other-in-high-street-attack/
2018-05-06,anger in france britain over trumps gun law speech,1,2,True,https://www.reuters.com/article/us-usa-britain-trump/anger-in-france-britain-over-trumps-gun-law-speech-idUSKBN1I60QA
2018-05-09,Children targeted in anti-Semitic verbal abuse,2,1,True,http://www.maldonandburnhamstandard.co.uk/news/north_essex_news/16212093.Children_targeted_in_anti-Semitic_verbal_abuse/
2018-05-11,Man caught on camera having knife fight on Tube jailed,8,1,True,http://www.greenocktelegraph.co.uk/news/national/16221076.Man_caught_on_camera_having_knife_fight_on_Tube_jailed/
2018-05-11,man caught on camera having knife fight on tube jailed,2,2,True,https://www.belfasttelegraph.co.uk/news/uk/man-caught-on-camera-having-knife-fight-on-tube-jailed-36898250.html
2018-05-21,Man stabbed to death on busy street in horrifying attack,7,1,True,http://www.greenocktelegraph.co.uk/news/national/16240591.Man_stabbed_to_death_on_busy_street_in____horrifying____attack/
2018-05-21,man stabbed to death on busy street in horrifying attack,2,2,True,https://www.eveningtelegraph.co.uk/2018/05/21/man-stabbed-to-death-on-busy-street-in-horrifying-attack/
2018-05-21,mario batali investigation sexual assault 60 minutes,1,3,True,http://people.com/food/mario-batali-investigation-sexual-assault-60-minutes/
2018-05-22,mario batali investigation sexual assault 60 minutes,1,1,True,http://people.com/food/mario-batali-investigation-sexual-assault-60-minutes/
2018-05-23,Children see Islington knife killing outside ice-cream shop,2,1,True,https://www.thetimes.co.uk/edition/news/children-see-islington-knife-killing-outside-ice-cream-shop-7g97q8q7l
2018-05-27,Justice secretary David Gauke: dinner-party drug users fuel stabbings,2,1,True,https://www.thetimes.co.uk/edition/news/dinner-party-drug-users-fuel-stabbings-lkgqcsv72
2018-06-01,Cyclist armed with huge knife tries to smash driver's window in 'road rage row',2,1,True,https://www.dailyrecord.co.uk/news/uk-world-news/commuters-horror-cyclist-armed-huge-12630728
2018-06-02,Driver flees zombie knife attack by cyclist,2,1,True,https://www.thetimes.co.uk/edition/news/driver-flees-zombie-knife-attack-by-cyclist-hl09cmvgs
2018-06-02,Man shot in Peckham in latest London gun attack as capital hit by two shootings and four stabbings in last 48 hours,1,2,True,https://www.thesun.co.uk/news/6437169/london-violence-peckham-shooting-greenwich-stabbings-latest/
2018-06-03,Man shot in Peckham in latest London gun attack as capital hit by two shootings and four stabbings in last 48 hours,2,1,True,https://www.thesun.co.uk/news/6437169/london-violence-peckham-shooting-greenwich-stabbings-latest/
2018-06-03,One man 'shot in the face' and another injured in Peckham gun attack,2,2,True,https://www.standard.co.uk/news/crime/london-crime-one-man-shot-and-another-stabbed-repeatedly-in-another-night-of-bloodshed-a3853886.html
2018-06-04,Chilling moment 'Mad Hatter' terror teen takes a selfie outside MI6 during reconnaissance for gun and bomb plot,1,1,True,https://www.thesun.co.uk/news/6451032/safaa-boular-london-terror-plot-mi6-selfie-mad-hatter/
2018-06-05,Chilling moment 'Mad Hatter' terror teen takes a selfie outside MI6 during reconnaissance for gun and bomb plot,1,1,True,https://www.thesun.co.uk/news/6451032/safaa-boular-london-terror-plot-mi6-selfie-mad-hatter/
2018-06-08,mother of murder victim urges end to knife crime as teenagers convicted,2,1,True,https://www.eveningtelegraph.co.uk/2018/06/08/mother-of-murder-victim-urges-end-to-knife-crime-as-teenagers-convicted/
2018-06-11,Croydon moped thieves armed with knives attack family in car,2,1,True,https://www.thetimes.co.uk/article/croydon-moped-robbers-use-knives-to-attack-family-in-stationary-car-coulsdon-0b69pd53p
2018-06-11,"London stabbings 2018  latest knife crime statistics and attacks in Clapham, Crouch Hill and Shepherds Bush?",1,2,True,https://www.thesun.co.uk/news/5251268/london-stabbings-2018-knife-crime-statistics-harrow-northold-brixton/
2018-06-12,Seven arrested in dawn raid crackdown on county line drug-dealing network,3,1,True,http://www.basildonstandard.co.uk/news/national/16284977.display/
2018-06-12,10-inch knife seized in anti-drug gang raids aiming to tackle London crime,1,2,True,https://www.thesun.co.uk/news/6514344/lethal-10-inch-knife-seized-in-anti-drug-gang-raids-aiming-to-tackle-londons-crime-epidemic/
2018-06-12,"London stabbings 2018  latest knife crime statistics and attacks in Clapham, Crouch Hill and Shepherds Bush?",1,3,True,https://www.thesun.co.uk/news/5251268/london-stabbings-2018-knife-crime-statistics-harrow-northold-brixton/
